relative_day,event_strength,events,AAR,CAAR,standard_deviation_AR,standard_deviation_CAR,standard_error_AAR,standard_error_CAAR,t_AAR,t_CAAR,p_AAR,p_CAAR,significance_AAR,significance_CAAR
-23,3,792,4.0059924629988084e-4,4.7048735895138826e-5,0.008108141353243992,0.02394429981620382,2.881102574706946e-4,8.508236455746943e-4,1.3904372923641157,0.05529787064551956,0.16478720895761675,0.9559151223984711,,
-22,3,792,2.3574557539820284e-4,2.827943112933417e-4,0.00800500209751655,0.025292234321959567,2.844453636031154e-4,8.987204126126228e-4,0.828790360341879,0.31466327828389395,0.40747305534003,0.753100309422132,,
-21,3,792,-2.6159631939339963e-5,2.5663467935400176e-4,0.008054591271422556,0.026490740453738008,2.8620743816982266e-4,9.413074735879154e-4,-0.09140095067626443,0.27263639836599346,0.9271971474917332,0.7852038857138128,,
-20,3,792,-4.407159651178445e-5,2.125630828422173e-4,0.00832505682368107,0.028060883214256448,2.958180130849945e-4,9.971000671417664e-4,-0.14898212604491326,0.2131812942822672,0.8816057105454483,0.8312404885838515,,
-19,3,792,2.5865536757189033e-5,2.384286195994062e-4,0.007791934139158577,0.02934395431350407,2.768743233773909e-4,0.0010426920133908954,0.09341977414761303,0.2286663909739007,0.925593738291513,0.8191873225556989,,
-18,3,792,2.1586916367899187e-6,2.4058731123619614e-4,0.007707327631296413,0.030542497506928275,2.738679620299642e-4,0.0010852803912944258,0.007882235004011655,0.22168216911138053,0.9937129389653061,0.8246185289474005,,
-17,3,792,1.4304914164636756e-4,3.836364528825638e-4,0.008312879511313893,0.03188420344879856,2.9538531113166644e-4,0.0011329558359519797,0.4842798076123838,0.33861554061390986,0.6283213614765808,0.734989236568499,,
-16,3,792,-2.963716490980261e-4,8.726480378453762e-5,0.007859571010078524,0.0330973036494809,2.7927769493275503e-4,0.001176061474584748,-1.0612077314995993,0.07420088632301275,0.2889194095843733,0.9408693006069173,,
-15,3,792,5.402396725400086e-4,6.275044763245463e-4,0.007856336599319582,0.03413084190066611,2.791627651509559e-4,0.0012127866571736833,1.935213932445026,0.5174071404997996,0.05332019333096922,0.6050166323600354,*,
-14,3,792,-4.591379824874575e-5,5.815906780758006e-4,0.008146533747458723,0.03540312546116537,2.8947447179555923e-4,0.001257995284924668,-0.1586108715008634,0.46231546735139606,0.8740159480239041,0.6439822462128004,,
-13,3,792,-4.760866334099785e-5,5.339820147348026e-4,0.00795045888515006,0.03617073579134606,2.825072549449701e-4,0.001285271130304083,-0.1685219140664957,0.4154625449405897,0.8662157861794624,0.6779160038127321,,
-12,3,792,2.2193983187503673e-4,7.559218466098393e-4,0.008127458540863552,0.03737047061055327,2.887966638437723e-4,0.0013279018507860406,0.7684986000915076,0.5692603306203524,0.442420398053722,0.5693410913470085,,
-11,3,792,-5.846026306698402e-4,1.713192159399992e-4,0.008046726377049843,0.03821042524136108,2.859279713174354e-4,0.0013577483389517803,-2.0445800667078426,0.12617891771627018,0.04122682968881556,0.8996223636370071,**,
-10,3,792,9.900630560258427e-6,1.8121984650025757e-4,0.007979282637361662,0.039582473475654446,2.8353146238156517e-4,0.0014065019500227461,0.034918983865482124,0.1288443620695491,0.9721531526023602,0.8975135547542807,,
-9,3,792,9.249976390929447e-5,2.737196104095523e-4,0.008156468330697608,0.04106489880847512,2.8982748183943e-4,0.0014591776405062584,0.3191545650613668,0.18758484423773508,0.7496935716822086,0.8512502149724965,,
-8,3,792,-3.058502818792524e-4,-3.2130671469700275e-5,0.007790063266894918,0.04229695861845603,2.7680784482625394e-4,0.0015029569795197396,-1.1049191256527708,-0.021378304174725898,0.26953060708084436,0.9829492718421343,,
-7,3,792,6.41704950464247e-5,3.20398235767243e-5,0.008316679030861446,0.04332456877853581,2.955203211798907e-4,0.001539471516563625,0.21714410295108774,0.020812222397100857,0.8281520398962652,0.9834006964346115,,
-6,3,792,-2.984349152023219e-5,2.1963320564921235e-6,0.007757719127972854,0.04498903966358285,2.756585458949057e-4,0.0015986159140711392,-0.10826252972984181,0.0013738960291586248,0.9138149002254842,0.9989041363240148,,
-5,3,792,2.5492623336646716e-5,2.7688955393138967e-5,0.007969368255064387,0.045707504536685144,2.831791701468981e-4,0.0016241454516747644,0.09002294668574146,0.017048322466800644,0.9282917694640472,0.9864023647291282,,
-4,3,792,-1.796176260922111e-4,-1.5192867069907214e-4,0.008415235671685634,0.04727665036026868,2.9902237891744394e-4,0.0016799026206171684,-0.6006828878242625,-0.09043897475632014,0.5482232885111203,0.9279612817841556,,
-3,3,792,-1.0578185121019415e-4,-2.5771052190926615e-4,0.00811459619349789,0.047904092212176605,2.8833962023170994e-4,0.0017021977960002118,-0.36686547317079693,-0.15139869321581126,0.7138174844612555,0.8796998232248924,,
-2,3,792,4.900800757337299e-4,2.3236955382446362e-4,0.008273632243064368,0.04925506130583131,2.939907201806999e-4,0.0017502023924237907,1.6669916500510786,0.13276724727970665,0.09591191991375479,0.894411224373687,*,
-1,3,792,4.154468473939675e-5,2.739142385638605e-4,0.00820437555996496,0.05072863632016205,2.91529791105832e-4,0.0018025636005336312,0.14250579531446608,0.15195815475402416,0.886716792164255,0.8792586887264495,,
0,3,792,1.8237857506353173e-4,4.5629281362739193e-4,0.007940738471978142,0.05127276227692414,2.821618551030492e-4,0.001821898274495191,0.6463615537150643,0.25044911673447895,0.5182327194496055,0.8023050855314444,,
1,3,792,3.9690929453452235e-4,8.532021081619145e-4,0.007862032977163138,0.052157180980025926,2.7936517712376895e-4,0.0018533247246717913,1.420754363950941,0.46036298809589865,0.15578224932329,0.64538222250306565,,
2,3,792,1.931198262653149e-4,0.0010463219344272292,0.008177291130177077,0.05315472317715606,2.9056738780035534e-4,0.0018887708431756403,0.6646300802277396,0.5539697619791825,0.506480832621258,0.5797561062517558,,
3,3,792,-1.840919241985701e-4,8.622300102286591e-4,0.008078513078307143,0.054184273370859695,2.870574625638751e-4,0.0019253543163125857,-0.6413068747780998,0.4478292659815421,0.5215090936724996,0.6543990417641565,,
4,3,792,-6.955252943658843e-4,1.6670471586277487e-4,0.008112120733851334,0.054825795874121896,2.882516586033841e-4,0.0019481498258548766,-2.4129099472863147,0.0855707880627828,0.016052184210902053,0.9318292750250787,**,
5,3,792,4.2909878156553244e-4,5.958034974283073e-4,0.008008783563245173,0.05652476027591961,2.845797321368182e-4,0.0020085198971092023,1.5078332470958733,0.29663808572961015,0.13199648627662164,0.7668207017034068,,
6,3,792,-2.3943085808602276e-4,3.563726393422846e-4,0.007570601729510762,0.057382765184426886,2.69009618662453e-4,0.0020390077739642657,-0.8900457138912011,0.1747774794646419,0.3737119553059879,0.8612992100478483,,
7,3,792,-1.1810017157710049e-4,2.3827246776518413e-4,0.008104855970716309,0.057964086154985155,2.8799351648596056e-4,0.0020596641151901926,-0.4100792719854781,0.11568510904661836,0.6818588376374303,0.907931469832342,,
8,3,792,-3.299382303228015e-5,2.0527864473290387e-4,0.008141110437725788,0.05926655992495703,2.892817628755459e-4,0.002105945505322259,-0.11405427948278467,0.09747576288850429,0.9092237076962152,0.9223732740245791,,
9,3,792,2.95832278332763e-4,5.011109230656669e-4,0.00776785979354183,0.06003719187693388,2.7601887875551036e-4,0.0021333287193569233,1.0717827695938247,0.2348962532209866,0.28414450711253064,0.8143500504593273,,
10,3,792,-5.032631170414722e-4,-2.1521939758050457e-6,0.008061408948757611,0.06109511123975219,2.8644969378510855e-4,0.002170920247023479,-1.7568987782511463,-9.913740399979645e-4,0.07932194039917635,0.9992092480502721,*,
11,3,792,-1.0399136141119068e-4,-1.0614355538699613e-4,0.008079097826274863,0.06212234945551023,2.8707824067814264e-4,0.002207421567601391,-0.3622404859579046,-0.048084859251571466,0.7172690833478208,0.9616607507267395,,
12,3,792,1.7468453774114798e-4,6.8540982354152e-5,0.008263664692700554,0.06307496198198227,2.9363653870105393e-4,0.002241271179776919,0.5949005478469802,0.030581298226024616,0.5520800860327317,0.9756111712756712,,
13,3,792,9.28084221510428e-5,1.6134940450519478e-4,0.007715191454409139,0.06372995423806274,2.7414739081678543e-4,0.002264545316144208,0.33853476363401647,0.07125024319668767,0.7350500736651102,0.9432166048703506,,
14,3,792,-3.2679907970193143e-4,-1.6544967519673662e-4,0.007825773716438379,0.06500415465410823,2.7807676039692835e-4,0.0023098220563911274,-1.1752117625200198,-0.0716287537124118,0.24026363374278742,0.942915463018539,,
15,3,792,-2.339470272435835e-4,-3.9939670244032015e-4,0.008224944100453463,0.0659430099660207,2.922606623669217e-4,0.002343182827233462,-0.8004738829677744,-0.17045050765922434,0.4236766376076623,0.8646994412528488,,
16,3,792,-2.616446431711029e-4,-6.610413456114231e-4,0.008111417826460658,0.06694249963075677,2.882266818768468e-4,0.002378698145985422,-0.9077738447646501,-0.2779004754037734,0.36427419104990644,0.7811613792299862,,
17,3,792,1.1116951808493887e-4,-5.498718275264842e-4,0.008277537157049784,0.0679428702993968,2.941294752571995e-4,0.0024142447698479543,0.3779611614501656,-0.22776142435678318,0.7055608476473356,0.8198905762907278,,
18,3,792,-2.8010098260315756e-4,-8.299728101296419e-4,0.00815111264385372,0.06844402522014466,2.896371757941478e-4,0.002432052534532718,-0.9670753826236455,-0.34126434291400226,0.33380193404531844,0.7329952189526094,,
19,3,792,-5.8798938792352675e-5,-8.887717489219943e-4,0.00788337212634842,0.06922599687651261,2.801234307725558e-4,0.00245983868741729,-0.2099036793537419,-0.3613130216498713,0.8337969023415795,0.7179619436195621,,
20,3,792,-1.121732051094449e-4,-0.0010009449540314393,0.008002882448586974,0.0696794868810579,2.8437004515808077e-4,0.0024759527530554843,-0.39446209971619206,-0.40426658093382806,0.6933462322113791,0.6861259786880631,,
21,3,792,-4.5316381614100636e-4,-0.0014541087701724457,0.007927306970416808,0.07009005340873702,2.816845874772812e-4,0.002490541599357621,-1.6087632631925788,-0.5838524321567246,0.10806713272783804,0.5594860486870958,,
22,3,792,2.1631896473035264e-4,-0.001237789805442093,0.007680470688714765,0.07057784421755223,2.729136421303761e-4,0.002507874491002802,0.7926278915255284,-0.49356130455601416,0.4282323140195279,0.6217530419151838,,
23,3,792,-2.2107360265843234e-4,-0.0014588634081005255,0.008276116092955688,0.07150948723198114,2.9407897994339143e-4,0.0025409789840134594,-0.7517490801314252,-0.5741343857146982,0.45242558361109475,0.5660400880631034,,
24,3,792,7.059468794131493e-4,-7.529165286873761e-4,0.008156127387077883,0.07264652793543352,2.898153669354363e-4,0.002581381966097049,2.43585040668467,-0.2916718790848908,0.015076626377554535,0.7706139853744545,**,
25,3,792,1.0181139570578866e-4,-6.511051329815871e-4,0.008078809055967872,0.07325511309535022,2.8706797967209053e-4,0.0026030070981066544,0.35465953333452543,-0.2501357500927218,0.7229392027304795,0.802547319716177,,
26,3,792,-2.0429924294021264e-4,-8.554043759217998e-4,0.007966780946522617,0.07427151684188359,2.830872341411417e-4,0.0026391234325845612,-0.7216829948550526,-0.32412442910412886,0.47070266814197215,0.7459295192070878,,
27,3,792,-5.34947415401312e-5,-9.088991174619314e-4,0.008254278133261798,0.0755593059942475,2.933030018349777e-4,0.002684883027551056,-0.18238729643220347,-0.3385246612739622,0.8553255267710382,0.7350576823640371,,
28,3,792,2.8802841772824063e-4,-6.208706997336906e-4,0.008085552842107503,0.0760709504939906,2.8730760967807695e-4,0.002703063523195162,1.002508837308456,-0.22969149426417812,0.316404474754288,0.8183908860683475,,
29,3,792,-2.177330606282324e-4,-8.386037603619232e-4,0.0076418219498991385,0.07733705166934854,2.71540318996754e-4,0.0027480524694559944,-0.8018443133332077,-0.3051629361821951,0.42288383894467874,0.7603223398682725,,
30,3,792,1.663175885092919e-4,-6.72286171852631e-4,0.007915977519563926,0.07822708932240147,2.8128201297098957e-4,0.002779678580325053,0.5912841235477269,-0.24185752144552428,0.5544989924607483,0.808953253120419,,
-30,4,791,-6.555277934241383e-5,-6.555277934241383e-5,0.008097657137156634,0.008097657137156634,2.8791954187385284e-4,2.8791954187385284e-4,-0.22767742305985847,-0.22767742305985847,0.8199559359199791,0.8199559359199791,,
-29,4,791,2.950473264882618e-4,2.2949454714584798e-4,0.008090658257163952,0.0116561351301762,2.8767069034964135e-4,4.144444534828095e-4,1.0256426406515546,0.5537401821095117,0.3053740015201739,0.5799133601979416,,
-28,4,791,-3.2668311273608634e-4,-9.718856559023837e-5,0.008378752281750643,0.014751830584182718,2.9791413461637657e-4,5.24514712299855e-4,-1.0965680200328713,-0.18529235369603425,0.2731644232458233,0.8530472954079624,,
-27,4,791,1.0702847903777138e-5,-8.648571768646121e-5,0.00802198047915831,0.01656744059228336,2.8522878968067307e-4,5.89070372400015e-4,0.037523729339382174,-0.14681729338058117,0.9700768999083865,0.883313692195336,,
-26,4,791,1.4086571720652567e-4,5.4379999520064496e-5,0.008333175676495368,0.01895658496663702,2.962936170909986e-4,6.740185669312466e-4,0.4754260945258991,0.08068026933983784,0.634614722053124,0.9357166625400243,,
-25,4,791,2.7909781909481732e-05,8.228978142954619e-5,0.008170237397756137,0.02073868669610322,2.9050019884993116e-4,7.373828098017069e-4,0.09607491499136489,0.11159709764820139,0.9234854398101677,0.9111712204081374,,
-24,4,791,-3.421301187276184e-4,-2.598403372980722e-4,0.00783050431297611,0.022411264550573053,2.7842068097550524e-4,7.968528319884454e-4,-1.228824372991596,-0.3260832199713384,0.21950357272440937,0.7444477502129903,,
-23,4,791,-4.486315942592778e-4,-7.084719315573499e-4,0.00805699698144894,0.023924293198217213,2.864738331700153e-4,8.50649937458965e-4,-1.5660473743618524,-0.8328595587436063,0.11773797871788698,0.40517565257681565,,
-22,4,791,4.2598690553800375e-5,-6.658732410035497e-4,0.00820332774814592,0.025727043772017382,2.9167675626194536e-4,9.147483687125789e-4,0.1460476011175326,-0.7279305039272197,0.8839210683463845,0.46687181968317126,,
-21,4,791,-5.091033013072808e-4,-0.0011749765423108302,0.008064202484636681,0.027219076781636327,2.867300313692779e-4,9.677989552358056e-4,-1.7755492819362533,-1.214070893499307,0.0761921473957984,0.2250834601404554,*,
-20,4,791,-2.6084041490190995e-4,-0.0014358169572127404,0.008357262381476509,0.028160840679477103,2.9715004172666253e-4,0.0010012842245460422,-0.8778070949821624,-1.4339754107917806,0.3803152913861366,0.15197496163759702,,
-19,4,791,-6.279502163506449e-5,-0.0014986119788478048,0.00803995625163248,0.029431425480128323,2.8586793457010574e-4,0.0010464610192064093,-0.2196644465546546,-1.432076256394421,0.8261892411346525,0.15251752725354645,,
-18,4,791,-1.1057558453165605e-4,-0.001609187563379461,0.008150934825379196,0.030798766034809605,2.898138783869105e-4,0.0010950780524323443,-0.3815399909318153,-1.4694729383035272,0.7029051981300432,0.14210266157775175,,
-17,4,791,1.0271314618960952e-4,-0.0015064744171898515,0.00826812078379701,0.03180939669093578,2.939805313940978e-4,0.0011310119417767494,0.3493875791792371,-1.3319703900060276,0.7268914671761724,0.18325405405692488,,
-16,4,791,5.399167690306454e-4,-9.665576481592058e-4,0.00817642978663286,0.03320961796475824,2.907203748512476e-4,0.0011807980787855764,1.85716866011508,-0.818563025740428,0.06365913996742438,0.4132826103457038,*,
-15,4,791,-7.282351499016029e-5,-0.0010393811631493664,0.007935551161654945,0.033875485823578896,2.8215571692906773e-4,0.001204473614266137,-0.25809689692896665,-0.862933941299031,0.7963993474716361,0.38843567697190606,,
-14,4,791,2.5206218266002195e-5,-0.001014174944883364,0.008101525189671405,0.03511864980406187,2.880570739882821e-4,0.001248675436802231,0.0875042501717127,-0.8122006047308771,0.9302928822099239,0.41692119957963913,,
-13,4,791,-6.402158855598196e-5,-0.0010781965334393459,0.007812281536358599,0.035941081622564146,2.777727536297908e-4,0.0012779177458300003,-0.2304818875119353,-0.8437135621268513,0.817777007097495,0.3990848846746593,,
-12,4,791,-1.2257276564479135e-4,-0.0012007692990841374,0.0080133283370275,0.036572926840215736,2.849211549220835e-4,0.0013003835754545562,-0.4301988937196009,-0.9233962361177946,0.6671682938901294,0.35608269090204536,,
-11,4,791,-4.007019557805025e-4,-0.00160147125486464,0.008331843763623194,0.03748344279963187,2.962462597211475e-4,0.0013327577959807637,-1.3525975185566148,-1.2016221249609218,0.17657125345973618,0.22987006082316572,,
-10,4,791,4.022621244800466e-4,-0.0011992091303845932,0.00833056226404908,0.03898767333367753,2.9620069484181987e-4,0.0013862420765448037,1.3580728589946987,-0.865079159459372,0.1748282916389084,0.3872579530111986,,
-9,4,791,5.237807332779071e-4,-6.754283971066861e-4,0.008593101669052822,0.04034086721789138,3.055355214382265e-4,0.0014343561120751048,1.7143038911231985,-0.4708931006885965,0.08686515481977233,0.6378470684742112,*,
-8,4,791,-3.309797787680115e-4,-0.0010064081758746977,0.008164757842177076,0.041674810471518026,2.903053682828581e-4,0.0014817856739798164,-1.140109053875719,-0.6791860614846288,0.25458640636904356,0.4972189116365663,,
-7,4,791,-2.7676948108945013e-4,-0.001283177656964148,0.008146211828373625,0.0427670312991671,2.8964594794590975e-4,0.0015206205758527085,-0.9555441153319215,-0.843851304750752,0.33959490846598317,0.3990079463133862,,
-6,4,791,-6.195667781897087e-5,-0.0013451343347831188,0.008032532745600172,0.043828954503634825,2.8560398508203563e-4,0.0015583782182617225,-0.21693211949117136,-0.8631629465942713,0.8283172548869475,0.3883098490509346,,
-5,4,791,-8.326054340699438e-5,-0.0014283948781901132,0.00781840741125908,0.04497946477851476,2.7799056466637197e-4,0.0015992856542835084,-0.29950852291306657,-0.8931455580585724,0.7646308504020516,0.37205121519978224,,
-4,4,791,-3.267128633841869e-4,-0.0017551077415743,0.007787955330911451,0.04547546812836669,2.769078133378965e-4,0.0016169215031269935,-1.1798614833071388,-1.0854625522513404,0.2384104725663662,0.27804795515240766,,
-3,4,791,-1.8694076781482653e-4,-0.0019420485093891266,0.007912117609322599,0.04643620754449225,2.8132251572806266e-4,0.0016510814641954555,-0.6645069532775356,-1.1762281580306242,0.5065598109490246,0.23985802923749794,,
-2,4,791,7.100895635718116e-4,-0.0012319589458173147,0.008396606649867232,0.04755610810543523,2.9854896286379487e-4,0.0016909005440835668,2.378469369849298,-0.7285815538518329,0.01762148880567357,0.4664735802138288,**,
-1,4,791,-7.180177385779316e-4,-0.0019499766843952466,0.008576939524241616,0.048656248816041525,3.049608617248152e-4,0.0017300170445761723,-2.3544586492736332,-1.1271430478148619,0.018793559627670296,0.26002423902636773,**,
0,4,791,-0.0031041957214983135,-0.00505417240589356,0.008217064446848733,0.04962669481565883,2.921651770397559e-4,0.0017645221320219022,-10.624797085505898,-2.8643292788298247,9.735699017057198e-25,0.004289733474640484,***,***
1,4,791,-1.7527350148290085e-4,-0.0052294459073764605,0.007883679916554637,0.05079936275870768,2.803113877764814e-4,0.001806217404026384,-0.6252814160467247,-2.895247214271706,0.5319669476900533,0.003893076610973401,,***
2,4,791,-1.703960604200016e-4,-0.005399841967796462,0.008046837282126124,0.051969305253330475,2.861125958485216e-4,0.0018478157702408401,-0.595555955565883,-2.922283733455018,0.5516424774003941,0.0035738924658848563,,***
3,4,791,-4.093698473263316e-4,-0.005809211815122794,0.00797142005817606,0.053127290299353966,2.834310680681635e-4,0.00188898897852821,-1.4443365369807677,-3.075302122540171,0.1490408082438965,0.002175331016250571,,***
4,4,791,1.733321816191756e-4,-0.005635879633503618,0.008115423943195426,0.05405391642694477,2.885512567722002e-4,0.0019219360106913878,0.6006980650790043,-2.932397125685883,0.5482134006867907,0.0034607603894699548,,***
5,4,791,2.706094295012703e-4,-0.005365270204002348,0.008431400896488752,0.05560216334063814,2.997861038512968e-4,0.0019769853335446304,0.9026750273771896,-2.713864444498787,0.3669735345326046,0.006795258321437814,,***
6,4,791,1.2722044642106607e-4,-0.005238049757581282,0.007912123125125957,0.056265553137531635,2.813227118474524e-4,0.0020005727592864457,0.45222245152411134,-2.6182750581136394,0.6512328791748935,0.009006813514713127,,***
7,4,791,-1.2835685766635608e-4,-0.005366406615247638,0.008359563480851087,0.05686165474998117,2.97231859401394e-4,0.0020217676926183605,-0.4318408461490589,-2.6543141602474054,0.6659749224686831,0.008106842743656336,,***
8,4,791,1.2135973696236627e-4,-0.0052450468782852715,0.008013872225825882,0.058054717109437895,2.849404933814685e-4,0.0020641881065903865,0.4259125669439129,-2.540973306424582,0.6702875686184808,0.011244648412946959,,**
9,4,791,2.4118625357504855e-4,-0.005003860624710223,0.007971927226621968,0.05885821508992672,2.83449100902121e-4,0.0020927572058397704,0.8508979312597418,-2.3910373409524595,0.39508388352098733,0.017033971945298546,,**
10,4,791,3.956151125077413e-4,-0.004608245512202482,0.008424476858371313,0.05921887266932903,2.9953991339782074e-4,0.0021055807130932903,1.3207425615507957,-2.188586494712211,0.18696967779446577,0.02891900898839217,,**
11,4,791,-1.4143552599406073e-4,-0.004749681038196543,0.007936098966617958,0.06011813286226212,2.821751946312371e-4,0.0021375547246362883,-0.5012330236146266,-2.2220161118937978,0.6163467695511742,0.026564760276707688,,**
12,4,791,-4.790327032495551e-4,-0.0052287137414460975,0.007963958027713028,0.06100880662244798,2.831657488090279e-4,0.0021692234377774107,-1.691704258951966,-2.410408098302425,0.09109674483310759,0.016162156728915654,*,**
13,4,791,-1.5835039868359628e-4,-0.005387064140129694,0.007746282122093139,0.061680468667269645,2.7542608461214867e-4,0.0021931049907949808,-0.5749288376465257,-2.4563639965895714,0.5655031179947634,0.014249246295219889,,**
14,4,791,-3.8536883384380946e-4,-0.0057724329739735035,0.008078572932757547,0.06240591032776388,2.8724098568228484e-4,0.002218898726811204,-1.3416220283760727,-2.601485549666843,0.18010409266298502,0.009455820007451437,,***
15,4,791,2.424538156082218e-4,-0.005529979158365282,0.008481017539541481,0.06358474688666525,3.0155026858377353e-4,0.0022608133295455714,0.8040245387507119,-2.446013160881717,0.42162467226064093,0.014661711653269174,,**
16,4,791,3.2578086488330133e-4,-0.00520419829348198,0.008051207522968125,0.06448982972048987,2.8626798372427314e-4,0.002292994370365012,1.1380275944413194,-2.2696079679661603,0.2554539711109062,0.023500119320925522,,**
17,4,791,2.1415250772231664e-4,-0.004990045785759664,0.008585114081093097,0.06574589258489419,3.052515155057589e-4,0.002337654824414692,0.7015608337521143,-2.1346375579675603,0.48315969836558703,0.033097801457103226,,**
18,4,791,9.270049774154346e-5,-0.00489734528801812,0.008112879918812418,0.06658363415038468,2.8846080167852737e-4,0.0023674414853783843,0.32136254632216105,-2.068623582996555,0.7480206651503656,0.03890624255072408,,**
19,4,791,-7.634850406577875e-5,-0.004973693792083899,0.007800113048490262,0.06743690471768475,2.7734009201013876e-4,0.0023977802940819775,-0.27528837793487015,-2.074290878259196,0.7831666768427799,0.03837565049368769,,**
20,4,791,-5.241299507089752e-4,-0.005497823742792875,0.007768202601846277,0.0679860215062662,2.762054871456566e-4,0.0024173046393988658,-1.897608755442921,-2.274361143062246,0.05811198675322782,0.023211633367461695,*,**
21,4,791,1.1646049779349705e-4,-0.005381363244999377,0.008170579242246127,0.06932950422850633,2.9051235344073223e-4,0.0024650733857598207,0.4008796748715758,-2.183043829886085,0.6886171109654309,0.02932625347981374,,**
22,4,791,-8.072370407765254e-4,-0.006188600285775903,0.008172693403707056,0.07051891063398226,2.905875243684423e-4,0.002507363808973109,-2.7779480297062302,-2.468170061172912,0.005600062691765417,0.013791341769819769,***,**
23,4,791,3.3787839886615414e-4,-0.0058507218869097485,0.00803824717720137,0.07116088930955926,2.858071668790441e-4,0.00253018994288248,1.182190084859373,-2.312364691579006,0.2374859870041193,0.021013812098692776,,**
24,4,791,-7.452973193102343e-5,-0.005925251618840772,0.00786429044360525,0.07187759378598507,2.796219774848123e-4,0.0025556730203969125,-0.26653746104442566,-2.3184701530873237,0.7898948661860552,0.02067820809028445,,**
25,4,791,1.7234263862054287e-4,-0.005752908980220229,0.008431696675714135,0.0728100818301947,2.997966205498462e-4,0.0025888284783206292,0.5748651812834161,-2.2222055375225693,0.5655461508378486,0.02655190738676147,,**
26,4,791,-1.2256597928519297e-4,-0.005875474959505422,0.007973779064438748,0.07412553155944737,2.8351494467480746e-4,0.0026356004861976512,-0.4323087074855138,-2.2292737424638656,0.665635035633497,0.026076148098833022,,**
27,4,791,-1.695403247147835e-4,-0.0060450152842202055,0.007923326787690808,0.07515335586300269,2.817210682286061e-4,0.0026721457112663396,-0.6018020795562505,-2.262232653980329,0.5474785537181907,0.023953923210836767,,**
28,4,791,-1.129302905276143e-6,-0.006046144587125482,0.008258549143090366,0.07602971915430841,2.936402030299105e-4,0.0027033056027107438,-0.0038458729207495853,-2.236574577828974,0.9969324158555004,0.025592499709372763,,**
29,4,791,-5.229651521968184e-4,-0.0065691097393223,0.008020476237590423,0.07767438215170142,2.851753050077908e-4,0.002761783086842968,-1.8338374431914128,-2.378575555269816,0.06705415243143112,0.017616451320755035,*,**
30,4,791,-2.750495552435334e-4,-0.006844159294565833,0.008022367908891118,0.0787168161190798,2.8524256509611596e-4,0.002798847771755858,-0.9642654670099889,-2.4453488909374115,0.33520791904496106,0.014688538323007878,,**
-30,5,791,1.842821305187862e-5,1.842821305187862e-5,0.008245297537720363,0.008245297537720363,2.931690301853951e-4,2.931690301853951e-4,0.06285866225441661,0.06285866225441661,0.9498949526970741,0.9498949526970741,,
-29,5,791,-4.0314750450066636e-4,-3.8471929144878774e-4,0.007988718859976172,0.01130987000663923,2.840461426514527e-4,4.021326830476063e-4,-1.419302866560524,-0.9566973978169362,0.15620517327958547,0.3390126804021588,,
-28,5,791,-2.9101857031830147e-4,-6.757378617670893e-4,0.008044844327255782,0.013893876558353087,2.8604173453104114e-4,4.940093789816264e-4,-1.017398984785978,-1.3678644384446432,0.3092751388406694,0.17174347370277893,,
-27,5,791,-8.023617586401608e-4,-0.00147809962040725,0.008030113276588789,0.016304002859843302,2.8551795866753863e-4,5.797036049570727e-4,-2.8101971672277286,-2.549750610084103,0.005073562148706509,0.010967784026511804,***,**
-26,5,791,-2.5081639352462576e-4,-0.0017289160139318757,0.00789531403004665,0.01796873455160152,2.807250492306517e-4,6.388946497142742e-4,-0.893459255638238,-2.7061050123131873,0.3718833731137504,0.00695457595850539,,***
-25,5,791,-6.740939266891759e-4,-0.0024030099406210518,0.008054960923227368,0.019860965602993563,2.864014392737989e-4,7.061746404830087e-4,-2.3536680835068853,-3.4028550486851854,0.01883328586539298,7.004261425923737e-4,**,***
-24,5,791,8.930127813298003e-5,-0.0023137086624880716,0.008107435092973576,0.021964316882260047,2.882672059588582e-4,7.809612023821748e-4,0.30978646300032203,-2.962642261139913,0.7568050423537829,0.0031416369542283627,,***
-23,5,791,5.256850039251785e-5,-0.002261140162095554,0.00787906104172599,0.023481058915575823,2.801471594938915e-4,8.348903406472747e-4,0.18764602320968413,-2.708307968136911,0.8512023299205573,0.006909006319847915,,***
-22,5,791,-1.2438297025043647e-4,-0.00238552313234599,0.008062417667709307,0.024567625412510872,2.866665705850839e-4,8.735241976646968e-4,-0.43389422769656033,-2.7309182032089234,0.6644837161568301,0.00645659950098551,,***
-21,5,791,-6.0596472044963956e-5,-0.0024461196043909545,0.008010167293402952,0.025664326581340022,2.848087611498099e-4,9.125184021306916e-4,-0.21276196631145805,-2.6806249591015034,0.8315675184950068,0.00750165002689268,,***
-20,5,791,3.331635931163901e-4,-0.0021129560112745642,0.008192247367034805,0.027488629117329202,2.9128278326466186e-4,9.773831329416762e-4,1.1437805879988279,-2.1618502919270774,0.25306109913447844,0.030929350024355522,,**
-19,5,791,5.576063589468917e-4,-0.0015553496523276725,0.008560350510646988,0.02937178689645328,3.0437102430475597e-4,0.0010443405152879446,1.8319955397218763,-1.489312757246455,0.06732841769937643,0.1368041241960491,*,
-18,5,791,1.1726858051428099e-4,-0.0014380810718133913,0.008043569610071511,0.030774817745927243,2.859964108057342e-4,0.001094226549306578,0.4100351475876975,-1.3142443607539198,0.681891332054968,0.1891454399024391,,
