year,month,month_ID,firm_ID,stock_price,DPS,shares_outstanding,adjustment_coefficient,R_F
2016,1,13,430,1772,0,21069000,1,6.0069596402172464e-5
2016,2,14,430,1767,0,21069000,1,6.978353568447844e-5
2016,3,15,430,1649,0,21069000,1,3.370920296834414e-5
2016,4,16,430,1836,0,21069000,1,8.233147515380662e-6
2016,5,17,430,1759,0,21069000,1,5.265067636168696e-5
2016,6,18,430,1443,20,21069000,1,4.1563852309799176e-5
2016,7,19,430,1399,0,21069000,1,6.333753015758524e-5
2016,8,20,430,1361,0,21069000,1,3.403390730389742e-5
2016,9,21,430,1455,0,21069000,1,1.2661526414449327e-5
2016,10,22,430,1455,0,21069000,1,-4.699964362884604e-5
2016,11,23,430,1449,0,21069000,1,5.08402779372409e-5
2016,12,24,430,1476,20,21069000,1,0
2017,1,25,430,1647,0,21069000,1,2.664878185557377e-4
2017,2,26,430,1954,0,21069000,1,2.4168261216524111e-4
2017,3,27,430,1765,0,21069000,1,2.604259696296518e-4
2017,4,28,430,1801,0,21069000,1,3.4465616818470275e-4
2017,5,29,430,1832,0,21069000,1,3.6904424204767613e-4
2017,6,30,430,2020,23,21069000,1,2.947826010987046e-4
2017,7,31,430,2187,0,21069000,1,3.0086036407010394e-4
2017,8,32,430,2006,0,21069000,1,3.275954343995545e-4
2017,9,33,430,2086,0,21069000,1,3.772855493909446e-4
2017,10,34,430,1778,0,21069000,1,3.127117259491933e-4
2017,11,35,430,1693,0,21069000,1,2.789291802397577e-4
2017,12,36,430,1772,23,21069000,1,3.2726411891658726e-4
2018,1,37,430,1750,0,21069000,1,5.834098546538314e-4
2018,2,38,430,1757,0,21069000,1,6.114423167053608e-4
2018,3,39,430,1839,0,21069000,1,6.848179857960326e-4
2018,4,40,430,1852,0,21069000,1,7.367713245845299e-4
2018,5,41,430,1618,0,21069000,1,6.953960765866892e-4
2018,6,42,430,1439,23,21069000,1,4.935368360524654e-4
2018,7,43,430,1405,0,21069000,1,4.7105999460134173e-4
2018,8,44,430,1632,0,21069000,1,5.524236313591246e-4
2018,9,45,430,1597,0,21069000,1,6.380331542604836e-4
2018,10,46,430,1607,0,21069000,1,6.728155091914232e-4
2018,11,47,430,1508,0,21069000,1,6.165383493766421e-4
2018,12,48,430,2000,23,21069000,1,6.506825543518218e-4
2019,1,49,430,2227,0,21069000,1,3.4643469071159566e-5
2019,2,50,430,2550,0,21069000,1,3.931858867494157e-5
2019,3,51,430,2585,0,21069000,1,6.623265139295986e-5
2019,4,52,430,2472,0,21069000,1,3.6010742415965065e-5
2019,5,53,430,2221,0,21069000,1,2.5720489585073665e-5
2019,6,54,430,2289,23,21069000,1,5.372061978208256e-5
2019,7,55,430,2789,0,21069000,1,1.0156758127966897e-4
2019,8,56,430,2907,0,21069000,1,8.202927112379008e-5
2019,9,57,430,2892,0,21069000,1,3.807413221889874e-5
2019,10,58,430,2379,0,21069000,1,2.0063917255108217e-5
2019,11,59,430,2713,0,21069000,1,2.4187631625682117e-5
2019,12,60,430,3581,23,21069000,1,4.327698904151324e-5
2020,1,61,430,3005,0,21069000,1,2.555448304290341e-4
2020,2,62,430,3142,0,21069000,1,-7.040710798774999e-5
2020,3,63,430,3589,0,21069000,1,-6.005029589200579e-5
2020,4,64,430,3272,0,21069000,1,-1.546858426427934e-4
2020,5,65,430,3003,0,21069000,1,-2.019053925469912e-4
2020,6,66,430,2723,57,21069000,1,-9.948516341391951e-5
2020,7,67,430,2687,0,21069000,1,-7.306199922659694e-5
2020,8,68,430,2318,0,21069000,1,-4.0726631100334606e-5
2020,9,69,430,2577,0,21069000,1,-5.3538201817972085e-5
2020,10,70,430,2405,0,21069000,1,7.595918721511793e-5
2020,11,71,430,2906,0,21069000,1,2.2447959333098474e-4
2020,12,72,430,2182,57,21069000,1,2.4686156939715147e-4
2015,1,1,431,1416,0,17894000,1,6.380331542604836e-4
2015,2,2,431,1334,0,17894000,1,6.728155091914232e-4
2015,3,3,431,1433,0,17894000,1,6.165383493766421e-4
2015,4,4,431,1204,0,17894000,1,6.506825543518218e-4
2015,5,5,431,1274,0,17894000,1,5.834098546538314e-4
2015,6,6,431,1192,13,17894000,1,6.114423167053608e-4
2015,7,7,431,1086,0,17894000,1,6.848179857960326e-4
2015,8,8,431,1130,0,17894000,1,7.367713245845299e-4
2015,9,9,431,1177,0,17894000,1,6.953960765866892e-4
2015,10,10,431,1242,0,17894000,1,4.935368360524654e-4
2015,11,11,431,1354,0,17894000,1,4.7105999460134173e-4
2015,12,12,431,1674,13,17894000,1,5.524236313591246e-4
2016,1,13,431,1574,0,17894000,1,3.807413221889874e-5
2016,2,14,431,1474,0,17894000,1,2.0063917255108217e-5
2016,3,15,431,1524,0,17894000,1,2.4187631625682117e-5
2016,4,16,431,1548,0,17894000,1,4.327698904151324e-5
2016,5,17,431,1454,0,17894000,1,3.4643469071159566e-5
2016,6,18,431,1520,23,17894000,1,3.931858867494157e-5
2016,7,19,431,1374,0,17894000,1,6.623265139295986e-5
2016,8,20,431,1510,0,17894000,1,3.6010742415965065e-5
2016,9,21,431,1380,0,17894000,1,2.5720489585073665e-5
2016,10,22,431,1320,0,17894000,1,5.372061978208256e-5
2016,11,23,431,1398,0,17894000,1,1.0156758127966897e-4
2016,12,24,431,1556,23,17894000,1,8.202927112379008e-5
2017,1,25,431,1945,0,17894000,1,-5.3538201817972085e-5
2017,2,26,431,1793,0,17894000,1,7.595918721511793e-5
2017,3,27,431,1645,0,17894000,1,2.2447959333098474e-4
2017,4,28,431,1881,0,17894000,1,2.4686156939715147e-4
2017,5,29,431,1592,0,17894000,1,2.555448304290341e-4
2017,6,30,431,2014,28,17894000,1,-7.040710798774999e-5
2017,7,31,431,2064,0,17894000,1,-6.005029589200579e-5
2017,8,32,431,1916,0,17894000,1,-1.546858426427934e-4
2017,9,33,431,2240,0,17894000,1,-2.019053925469912e-4
2017,10,34,431,1986,0,17894000,1,-9.948516341391951e-5
2017,11,35,431,1856,0,17894000,1,-7.306199922659694e-5
2017,12,36,431,2397,28,17894000,1,-4.0726631100334606e-5
2018,1,37,431,2836,0,17894000,1,4.1768156395343694e-4
2018,2,38,431,3220,0,17894000,1,3.941414616913267e-4
2018,3,39,431,3662,0,17894000,1,4.358740403119928e-4
2018,4,40,431,3045,0,17894000,1,4.626405016062174e-4
2018,5,41,431,2620,0,17894000,1,4.709409509511897e-4
2018,6,42,431,2509,56,17894000,1,4.941935011470922e-4
2018,7,43,431,2975,0,17894000,1,5.190200094467227e-4
2018,8,44,431,2552,0,17894000,1,4.7454538264174765e-4
2018,9,45,431,2901,0,17894000,1,5.020144424060936e-4
2018,10,46,431,3082,0,17894000,1,6.326050390087753e-4
2018,11,47,431,2919,0,17502000,1,4.988897985545918e-4
2018,12,48,431,2614,57,17502000,1,4.682935379037356e-4
2019,1,49,431,2636,0,17502000,1,-7.925778492923401e-5
2019,2,50,431,2719,0,17502000,1,-2.4916947603924202e-5
2019,3,51,431,2552,0,17502000,1,0
2019,4,52,431,2457,0,17502000,1,-4.284323566529397e-6
2019,5,53,431,2458,0,17502000,1,6.86211131358352e-5
2019,6,54,431,2779,57,17502000,1,9.82037324248813e-5
2019,7,55,431,2611,0,17502000,1,-1.948190666647861e-4
2019,8,56,431,2646,0,17502000,1,-2.3293435599093068e-4
2019,9,57,431,2159,0,17502000,1,-1.393929495184192e-4
2019,10,58,431,1925,0,17502000,1,-1.373434292129241e-4
2019,11,59,431,1746,0,17502000,1,-8.194016339322899e-5
2019,12,60,431,1881,57,17502000,1,-4.2083320996896574e-5
2020,1,61,431,1644,0,17502000,1,-4.699964362884604e-5
2020,2,62,431,1582,0,17502000,1,5.08402779372409e-5
2020,3,63,431,1695,0,17502000,1,0
2020,4,64,431,1525,0,17502000,1,6.0069596402172464e-5
2020,5,65,431,1291,0,17502000,1,6.978353568447844e-5
2020,6,66,431,1172,35,17502000,1,3.370920296834414e-5
2020,7,67,431,1052,0,17502000,1,8.233147515380662e-6
2020,8,68,431,1167,0,17502000,1,5.265067636168696e-5
2020,9,69,431,1116,0,17502000,1,4.1563852309799176e-5
2020,10,70,431,1157,0,17502000,1,6.333753015758524e-5
2020,11,71,431,1553,0,17502000,1,3.403390730389742e-5
2020,12,72,431,1279,35,17502000,1,1.2661526414449327e-5
2015,1,1,432,1033,0,4035000,1,5.020144424060936e-4
2015,2,2,432,1162,0,4035000,1,6.326050390087753e-4
2015,3,3,432,1240,0,4035000,1,4.988897985545918e-4
2015,4,4,432,1199,0,4035000,1,4.682935379037356e-4
2015,5,5,432,1273,0,4035000,1,4.1768156395343694e-4
2015,6,6,432,1271,26,4035000,1,3.941414616913267e-4
2015,7,7,432,1282,0,4035000,1,4.358740403119928e-4
2015,8,8,432,1286,0,4035000,1,4.626405016062174e-4
2015,9,9,432,1307,0,4035000,1,4.709409509511897e-4
2015,10,10,432,1334,0,4035000,1,4.941935011470922e-4
2015,11,11,432,1467,0,4035000,1,5.190200094467227e-4
2015,12,12,432,1540,26,4035000,1,4.7454538264174765e-4
2016,1,13,432,1544,0,4035000,1,-1.393929495184192e-4
2016,2,14,432,1542,0,4035000,1,-1.373434292129241e-4
2016,3,15,432,1734,0,4035000,1,-8.194016339322899e-5
2016,4,16,432,1797,0,4035000,1,-4.2083320996896574e-5
2016,5,17,432,1991,0,4035000,1,-7.925778492923401e-5
2016,6,18,432,1812,26,4035000,1,-2.4916947603924202e-5
2016,7,19,432,1839,0,4035000,1,0
2016,8,20,432,1737,0,4035000,1,-4.284323566529397e-6
2016,9,21,432,1818,0,4035000,1,6.86211131358352e-5
2016,10,22,432,1883,0,4035000,1,9.82037324248813e-5
2016,11,23,432,1880,0,4035000,1,-1.948190666647861e-4
2016,12,24,432,1831,26,4035000,1,-2.3293435599093068e-4
2017,1,25,432,1877,0,4035000,1,4.1563852309799176e-5
2017,2,26,432,1942,0,4035000,1,6.333753015758524e-5
2017,3,27,432,2010,0,4035000,1,3.403390730389742e-5
2017,4,28,432,2210,0,4035000,1,1.2661526414449327e-5
2017,5,29,432,2194,0,4035000,1,-4.699964362884604e-5
2017,6,30,432,1990,33,4035000,1,5.08402779372409e-5
2017,7,31,432,2022,0,4035000,1,0
2017,8,32,432,1846,0,4035000,1,6.0069596402172464e-5
2017,9,33,432,1816,0,4035000,1,6.978353568447844e-5
2017,10,34,432,1671,0,4035000,1,3.370920296834414e-5
2017,11,35,432,1669,0,4035000,1,8.233147515380662e-6
2017,12,36,432,1569,33,4035000,1,5.265067636168696e-5
2018,1,37,432,1640,-0,4035000,1,2.947826010987046e-4
2018,2,38,432,1574,-0,4035000,1,3.0086036407010394e-4
2018,3,39,432,1522,-0,4035000,1,3.275954343995545e-4
2018,4,40,432,1419,-0,7454000,1,3.772855493909446e-4
2018,5,41,432,1470,-0,7454000,1,3.127117259491933e-4
2018,6,42,432,1448,0,7454000,1,2.789291802397577e-4
2018,7,43,432,1463,-0,7454000,1,3.2726411891658726e-4
2018,8,44,432,1434,-0,7454000,1,2.664878185557377e-4
2018,9,45,432,1445,-0,7454000,1,2.4168261216524111e-4
2018,10,46,432,1627,-0,7454000,1,2.604259696296518e-4
2018,11,47,432,1527,-0,7454000,1,3.4465616818470275e-4
2018,12,48,432,1563,0,7454000,1,3.6904424204767613e-4
2019,1,49,432,1623,0,7454000,1,4.935368360524654e-4
2019,2,50,432,1680,0,7454000,1,4.7105999460134173e-4
2019,3,51,432,1806,0,7454000,1,5.524236313591246e-4
2019,4,52,432,1938,0,7454000,1,6.380331542604836e-4
2019,5,53,432,1966,0,7454000,1,6.728155091914232e-4
2019,6,54,432,1934,0,7454000,1,6.165383493766421e-4
2019,7,55,432,2113,0,7454000,1,6.506825543518218e-4
2019,8,56,432,2107,0,7454000,1,5.834098546538314e-4
2019,9,57,432,2635,0,7454000,1,6.114423167053608e-4
2019,10,58,432,3505,0,7454000,1,6.848179857960326e-4
2019,11,59,432,3074,0,7454000,1,7.367713245845299e-4
2019,12,60,432,2967,0,7454000,1,6.953960765866892e-4
2020,1,61,432,2680,0,7454000,1,5.372061978208256e-5
2020,2,62,432,3110,0,7454000,1,1.0156758127966897e-4
2020,3,63,432,3009,0,7454000,1,8.202927112379008e-5
2020,4,64,432,3010,0,7454000,1,3.807413221889874e-5
2020,5,65,432,2687,0,7454000,1,2.0063917255108217e-5
2020,6,66,432,3415,53,7454000,1,2.4187631625682117e-5
2020,7,67,432,3154,0,7454000,1,4.327698904151324e-5
2020,8,68,432,3197,0,7329000,1,3.4643469071159566e-5
2020,9,69,432,2941,0,7329000,1,3.931858867494157e-5
2020,10,70,432,3030,0,7329000,1,6.623265139295986e-5
2020,11,71,432,2994,0,7329000,1,3.6010742415965065e-5
2020,12,72,432,2689,54,7329000,1,2.5720489585073665e-5
2015,1,1,433,1030,0,5347000,1,2.4168261216524111e-4
2015,2,2,433,1164,0,5347000,1,2.604259696296518e-4
2015,3,3,433,1198,0,5347000,1,3.4465616818470275e-4
2015,4,4,433,1472,0,5347000,1,3.6904424204767613e-4
2015,5,5,433,1958,0,5347000,1,2.947826010987046e-4
2015,6,6,433,1846,22,5347000,1,3.0086036407010394e-4
2015,7,7,433,1787,0,5347000,1,3.275954343995545e-4
2015,8,8,433,1907,0,5347000,1,3.772855493909446e-4
2015,9,9,433,1891,0,5347000,1,3.127117259491933e-4
2015,10,10,433,1869,0,5347000,1,2.789291802397577e-4
2015,11,11,433,2099,0,5347000,1,3.2726411891658726e-4
2015,12,12,433,1903,22,5347000,1,2.664878185557377e-4
2016,1,13,433,2042,0,5347000,1,6.114423167053608e-4
2016,2,14,433,2329,0,5347000,1,6.848179857960326e-4
2016,3,15,433,1990,0,5347000,1,7.367713245845299e-4
2016,4,16,433,1938,0,5347000,1,6.953960765866892e-4
2016,5,17,433,1793,0,5347000,1,4.935368360524654e-4
2016,6,18,433,1521,39,5347000,1,4.7105999460134173e-4
2016,7,19,433,1528,0,5347000,1,5.524236313591246e-4
2016,8,20,433,1605,0,5347000,1,6.380331542604836e-4
2016,9,21,433,1574,0,5347000,1,6.728155091914232e-4
2016,10,22,433,1554,0,5347000,1,6.165383493766421e-4
2016,11,23,433,1619,0,5347000,1,6.506825543518218e-4
2016,12,24,433,1599,39,5347000,1,5.834098546538314e-4
2017,1,25,433,1850,0,5347000,1,3.931858867494157e-5
2017,2,26,433,2189,0,5347000,1,6.623265139295986e-5
2017,3,27,433,2056,0,5347000,1,3.6010742415965065e-5
2017,4,28,433,2145,0,5347000,1,2.5720489585073665e-5
2017,5,29,433,1940,0,5347000,1,5.372061978208256e-5
2017,6,30,433,2080,39,5347000,1,1.0156758127966897e-4
2017,7,31,433,2156,0,5347000,1,8.202927112379008e-5
2017,8,32,433,1822,0,5882000,1.1,3.807413221889874e-5
2017,9,33,433,2237,0,5882000,1,2.0063917255108217e-5
2017,10,34,433,1765,0,5882000,1,2.4187631625682117e-5
2017,11,35,433,1515,0,5882000,1,4.327698904151324e-5
2017,12,36,433,1678,35,5882000,1,3.4643469071159566e-5
2018,1,37,433,1599,0,5882000,1,-7.040710798774999e-5
2018,2,38,433,1672,0,5882000,1,-6.005029589200579e-5
2018,3,39,433,1493,0,5882000,1,-1.546858426427934e-4
2018,4,40,433,1303,0,5882000,1,-2.019053925469912e-4
2018,5,41,433,1370,0,5882000,1,-9.948516341391951e-5
2018,6,42,433,1358,35,5882000,1,-7.306199922659694e-5
2018,7,43,433,1624,0,5882000,1,-4.0726631100334606e-5
2018,8,44,433,642,0,11763000,2,-5.3538201817972085e-5
2018,9,45,433,762,0,11763000,1,7.595918721511793e-5
2018,10,46,433,780,0,11763000,1,2.2447959333098474e-4
2018,11,47,433,865,0,11763000,1,2.4686156939715147e-4
2018,12,48,433,965,18,11763000,1,2.555448304290341e-4
2019,1,49,433,991,0,11763000,1,4.941935011470922e-4
2019,2,50,433,1094,0,11763000,1,5.190200094467227e-4
2019,3,51,433,997,0,11763000,1,4.7454538264174765e-4
2019,4,52,433,1055,0,11763000,1,5.020144424060936e-4
2019,5,53,433,960,0,11763000,1,6.326050390087753e-4
2019,6,54,433,956,15,11763000,1,4.988897985545918e-4
2019,7,55,433,975,0,11763000,1,4.682935379037356e-4
2019,8,56,433,485,0,23527000,2,4.1768156395343694e-4
2019,9,57,433,481,0,23527000,1,3.941414616913267e-4
2019,10,58,433,604,0,23527000,1,4.358740403119928e-4
2019,11,59,433,597,0,23527000,1,4.626405016062174e-4
2019,12,60,433,542,8,23527000,1,4.709409509511897e-4
2020,1,61,433,702,0,23527000,1,9.82037324248813e-5
2020,2,62,433,671,0,23527000,1,-1.948190666647861e-4
2020,3,63,433,642,0,23527000,1,-2.3293435599093068e-4
2020,4,64,433,497,0,23527000,1,-1.393929495184192e-4
2020,5,65,433,529,0,23527000,1,-1.373434292129241e-4
2020,6,66,433,703,5,23527000,1,-8.194016339322899e-5
2020,7,67,433,603,0,23527000,1,-4.2083320996896574e-5
2020,8,68,433,509,0,23527000,1,-7.925778492923401e-5
2020,9,69,433,515,0,23527000,1,-2.4916947603924202e-5
2020,10,70,433,404,0,23527000,1,0
2020,11,71,433,527,0,23527000,1,-4.284323566529397e-6
2020,12,72,433,436,5,23527000,1,6.86211131358352e-5
2015,1,1,434,591,0,62581000,1,7.595918721511793e-5
2015,2,2,434,762,0,62581000,1,2.2447959333098474e-4
2015,3,3,434,825,0,62581000,1,2.4686156939715147e-4
2015,4,4,434,836,0,62581000,1,2.555448304290341e-4
2015,5,5,434,924,0,62581000,1,-7.040710798774999e-5
2015,6,6,434,1034,21,62581000,1,-6.005029589200579e-5
2015,7,7,434,1025,0,62581000,1,-1.546858426427934e-4
2015,8,8,434,1071,0,62581000,1,-2.019053925469912e-4
2015,9,9,434,1103,0,62581000,1,-9.948516341391951e-5
2015,10,10,434,1146,0,62581000,1,-7.306199922659694e-5
2015,11,11,434,1187,0,68839000,1.1,-4.0726631100334606e-5
2015,12,12,434,1078,19,68839000,1,-5.3538201817972085e-5
2016,1,13,434,1192,0,68839000,1,3.941414616913267e-4
2016,2,14,434,1259,0,68839000,1,4.358740403119928e-4
2016,3,15,434,1164,0,68839000,1,4.626405016062174e-4
2016,4,16,434,1243,0,68839000,1,4.709409509511897e-4
2016,5,17,434,1260,0,68839000,1,4.941935011470922e-4
2016,6,18,434,1117,19,68839000,1,5.190200094467227e-4
2016,7,19,434,1186,0,68839000,1,4.7454538264174765e-4
2016,8,20,434,1264,0,68839000,1,5.020144424060936e-4
2016,9,21,434,1300,0,68839000,1,6.326050390087753e-4
2016,10,22,434,1178,0,68839000,1,4.988897985545918e-4
2016,11,23,434,1222,0,68839000,1,4.682935379037356e-4
2016,12,24,434,1338,19,68839000,1,4.1768156395343694e-4
2017,1,25,434,1387,0,68839000,1,-2.4916947603924202e-5
2017,2,26,434,1311,0,68839000,1,0
2017,3,27,434,1150,0,68839000,1,-4.284323566529397e-6
2017,4,28,434,1315,0,68839000,1,6.86211131358352e-5
2017,5,29,434,1443,0,68839000,1,9.82037324248813e-5
2017,6,30,434,1455,18,68839000,1,-1.948190666647861e-4
2017,7,31,434,1516,0,68839000,1,-2.3293435599093068e-4
2017,8,32,434,1517,0,68839000,1,-1.393929495184192e-4
2017,9,33,434,1461,0,68839000,1,-1.373434292129241e-4
2017,10,34,434,1282,0,68839000,1,-8.194016339322899e-5
2017,11,35,434,1112,0,68839000,1,-4.2083320996896574e-5
2017,12,36,434,1346,18,68839000,1,-7.925778492923401e-5
2018,1,37,434,1427,0,68839000,1,5.08402779372409e-5
2018,2,38,434,1443,0,68839000,1,0
2018,3,39,434,1233,0,68839000,1,6.0069596402172464e-5
2018,4,40,434,1166,0,68839000,1,6.978353568447844e-5
2018,5,41,434,1203,0,68839000,1,3.370920296834414e-5
2018,6,42,434,1202,15,68839000,1,8.233147515380662e-6
2018,7,43,434,1173,0,68839000,1,5.265067636168696e-5
2018,8,44,434,986,0,68839000,1,4.1563852309799176e-5
2018,9,45,434,1131,0,68839000,1,6.333753015758524e-5
2018,10,46,434,1080,0,68839000,1,3.403390730389742e-5
2018,11,47,434,1065,0,68839000,1,1.2661526414449327e-5
2018,12,48,434,1155,15,68839000,1,-4.699964362884604e-5
2019,1,49,434,1349,0,68839000,1,2.789291802397577e-4
2019,2,50,434,1446,0,68839000,1,3.2726411891658726e-4
2019,3,51,434,1532,0,68839000,1,2.664878185557377e-4
2019,4,52,434,1555,0,68839000,1,2.4168261216524111e-4
2019,5,53,434,1494,0,68839000,1,2.604259696296518e-4
2019,6,54,434,1374,15,68839000,1,3.4465616818470275e-4
2019,7,55,434,1608,0,68839000,1,3.6904424204767613e-4
2019,8,56,434,1578,0,68839000,1,2.947826010987046e-4
2019,9,57,434,1839,0,68839000,1,3.0086036407010394e-4
2019,10,58,434,1856,0,68839000,1,3.275954343995545e-4
2019,11,59,434,1920,0,68839000,1,3.772855493909446e-4
2019,12,60,434,2523,15,68839000,1,3.127117259491933e-4
2020,1,61,434,2256,0,68839000,1,6.165383493766421e-4
2020,2,62,434,2107,0,68839000,1,6.506825543518218e-4
2020,3,63,434,2091,0,68839000,1,5.834098546538314e-4
2020,4,64,434,1906,0,68839000,1,6.114423167053608e-4
2020,5,65,434,1748,0,68839000,1,6.848179857960326e-4
2020,6,66,434,1805,15,68839000,1,7.367713245845299e-4
2020,7,67,434,1817,0,68839000,1,6.953960765866892e-4
2020,8,68,434,1986,0,68839000,1,4.935368360524654e-4
2020,9,69,434,1887,0,68839000,1,4.7105999460134173e-4
2020,10,70,434,1847,0,68839000,1,5.524236313591246e-4
2020,11,71,434,2066,0,68839000,1,6.380331542604836e-4
2020,12,72,434,1662,15,68839000,1,6.728155091914232e-4
2015,1,1,435,3420,0,12933000,1,6.333753015758524e-5
2015,2,2,435,3418,0,12933000,1,3.403390730389742e-5
2015,3,3,435,3975,0,12933000,1,1.2661526414449327e-5
2015,4,4,435,4595,0,12933000,1,-4.699964362884604e-5
2015,5,5,435,4510,0,12933000,1,5.08402779372409e-5
2015,6,6,435,5333,35,12933000,1,0
2015,7,7,435,5148,0,12933000,1,6.0069596402172464e-5
2015,8,8,435,4830,0,12933000,1,6.978353568447844e-5
2015,9,9,435,4794,0,12933000,1,3.370920296834414e-5
2015,10,10,435,4578,0,12933000,1,8.233147515380662e-6
2015,11,11,435,4712,0,12933000,1,5.265067636168696e-5
2015,12,12,435,4454,35,12933000,1,4.1563852309799176e-5
2016,1,13,435,4521,-0,12933000,1,3.0086036407010394e-4
2016,2,14,435,4747,-0,12933000,1,3.275954343995545e-4
2016,3,15,435,4302,-0,12933000,1,3.772855493909446e-4
2016,4,16,435,3723,-0,12933000,1,3.127117259491933e-4
2016,5,17,435,3618,-0,12933000,1,2.789291802397577e-4
2016,6,18,435,3199,0,12933000,1,3.2726411891658726e-4
2016,7,19,435,3083,-0,12933000,1,2.664878185557377e-4
2016,8,20,435,3178,-0,12933000,1,2.4168261216524111e-4
2016,9,21,435,3791,-0,12933000,1,2.604259696296518e-4
2016,10,22,435,3586,-0,12933000,1,3.4465616818470275e-4
2016,11,23,435,3523,-0,12933000,1,3.6904424204767613e-4
2016,12,24,435,3612,0,13502000,1,2.947826010987046e-4
2017,1,25,435,3491,0,13502000,1,4.7105999460134173e-4
2017,2,26,435,3336,0,13502000,1,5.524236313591246e-4
2017,3,27,435,2928,0,13502000,1,6.380331542604836e-4
2017,4,28,435,3054,0,13502000,1,6.728155091914232e-4
2017,5,29,435,3166,0,13502000,1,6.165383493766421e-4
2017,6,30,435,3310,4,13502000,1,6.506825543518218e-4
2017,7,31,435,3020,0,13502000,1,5.834098546538314e-4
2017,8,32,435,3113,0,13502000,1,6.114423167053608e-4
2017,9,33,435,3562,0,13502000,1,6.848179857960326e-4
2017,10,34,435,3282,0,13502000,1,7.367713245845299e-4
2017,11,35,435,2984,0,13502000,1,6.953960765866892e-4
2017,12,36,435,3626,4,13502000,1,4.935368360524654e-4
2018,1,37,435,3266,0,13502000,1,1.0156758127966897e-4
2018,2,38,435,3118,0,13502000,1,8.202927112379008e-5
2018,3,39,435,3711,0,13502000,1,3.807413221889874e-5
2018,4,40,435,3392,0,13502000,1,2.0063917255108217e-5
2018,5,41,435,3624,0,13502000,1,2.4187631625682117e-5
2018,6,42,435,3781,4,13502000,1,4.327698904151324e-5
2018,7,43,435,3802,0,13502000,1,3.4643469071159566e-5
2018,8,44,435,3521,0,13502000,1,3.931858867494157e-5
2018,9,45,435,3331,0,13502000,1,6.623265139295986e-5
2018,10,46,435,3049,0,13502000,1,3.6010742415965065e-5
2018,11,47,435,3029,0,13502000,1,2.5720489585073665e-5
2018,12,48,435,2916,4,13502000,1,5.372061978208256e-5
2019,1,49,435,3203,0,13502000,1,-7.306199922659694e-5
2019,2,50,435,3227,0,13502000,1,-4.0726631100334606e-5
2019,3,51,435,3393,0,13502000,1,-5.3538201817972085e-5
2019,4,52,435,3320,0,13502000,1,7.595918721511793e-5
2019,5,53,435,3221,0,13502000,1,2.2447959333098474e-4
2019,6,54,435,2731,4,13502000,1,2.4686156939715147e-4
2019,7,55,435,2857,0,13502000,1,2.555448304290341e-4
2019,8,56,435,3208,0,13502000,1,-7.040710798774999e-5
2019,9,57,435,3434,0,13502000,1,-6.005029589200579e-5
2019,10,58,435,3779,0,13502000,1,-1.546858426427934e-4
2019,11,59,435,3978,0,13502000,1,-2.019053925469912e-4
2019,12,60,435,4636,4,13502000,1,-9.948516341391951e-5
2020,1,61,435,4727,0,13502000,1,4.988897985545918e-4
2020,2,62,435,4343,0,13502000,1,4.682935379037356e-4
2020,3,63,435,4516,0,13494000,1,4.1768156395343694e-4
2020,4,64,435,3921,0,13494000,1,3.941414616913267e-4
2020,5,65,435,3621,0,13494000,1,4.358740403119928e-4
2020,6,66,435,3994,4,13494000,1,4.626405016062174e-4
2020,7,67,435,4144,0,13494000,1,4.709409509511897e-4
2020,8,68,435,3948,0,13494000,1,4.941935011470922e-4
2020,9,69,435,3280,0,13485000,1,5.190200094467227e-4
2020,10,70,435,3367,0,13485000,1,4.7454538264174765e-4
2020,11,71,435,3721,0,13485000,1,5.020144424060936e-4
2020,12,72,435,3211,4,13485000,1,6.326050390087753e-4
2015,1,1,436,704,0,87659000,1,6.623265139295986e-5
2015,2,2,436,763,0,87659000,1,3.6010742415965065e-5
2015,3,3,436,873,0,87659000,1,2.5720489585073665e-5
2015,4,4,436,956,0,87659000,1,5.372061978208256e-5
2015,5,5,436,983,0,87659000,1,1.0156758127966897e-4
2015,6,6,436,1348,11,87659000,1,8.202927112379008e-5
2015,7,7,436,1379,0,87659000,1,3.807413221889874e-5
2015,8,8,436,1303,0,87659000,1,2.0063917255108217e-5
2015,9,9,436,1257,0,87659000,1,2.4187631625682117e-5
2015,10,10,436,1126,0,87659000,1,4.327698904151324e-5
2015,11,11,436,1409,0,87659000,1,3.4643469071159566e-5
2015,12,12,436,1509,11,87659000,1,3.931858867494157e-5
2016,1,13,436,1551,0,87659000,1,-6.005029589200579e-5
2016,2,14,436,1495,0,87659000,1,-1.546858426427934e-4
2016,3,15,436,1393,0,87659000,1,-2.019053925469912e-4
2016,4,16,436,1332,0,87659000,1,-9.948516341391951e-5
2016,5,17,436,1219,0,87659000,1,-7.306199922659694e-5
2016,6,18,436,1251,14,87659000,1,-4.0726631100334606e-5
2016,7,19,436,1296,0,87659000,1,-5.3538201817972085e-5
2016,8,20,436,1506,0,87659000,1,7.595918721511793e-5
2016,9,21,436,1445,0,87659000,1,2.2447959333098474e-4
2016,10,22,436,1422,0,87659000,1,2.4686156939715147e-4
2016,11,23,436,1583,0,87659000,1,2.555448304290341e-4
2016,12,24,436,1572,14,87659000,1,-7.040710798774999e-5
2017,1,25,436,1789,0,87659000,1,5.190200094467227e-4
2017,2,26,436,1579,0,87659000,1,4.7454538264174765e-4
